player_id,team,position,draft_tier,career_min,is_rookie,mpg,gp,total_min,pts_rate,pts,reb_rate,reb,ast_rate,ast,stl_rate,stl,blk_rate,blk,fg3m_rate,fg3m,tov_rate,tov,fg_pct_rate,fg_pct,ft_pct_rate,ft_pct
1626164,PHX,G,lottery,23148.82,0,34.475539151213354,59.4929260209343,2051.0507002549602,0.6912417142179587,1417.7718019921833,0.11400760409797632,233.8353762195446,0.18669115477865722,382.91302374017204,0.026395581972723084,54.13867688879088,0.00783268272506695,16.065229388123498,0.06650318019283258,136.40139430369106,0.07703190775299576,157.99634833875746,0.45219972408643583,0.45219972408643583,0.870705602160497,0.870705602160497
1628969,NYK,G,lottery,18515.49,0,34.31954666729123,67.92991002812947,2331.323717315284,0.49503448135595085,1154.0856272739989,0.10480195520697907,244.3272837950443,0.10573875138481421,246.5112589427217,0.02736199338705451,63.789664136264136,0.013215593186365716,30.809825833764656,0.06365583056899758,148.4023475509073,0.049707152833308996,115.88346432050886,0.46680047371747607,0.46680047371747607,0.824516173429186,0.824516173429186
1628368,SAS,G,lottery,17661.2,0,34.12515889951386,63.36594333344229,2162.372885071309,0.668951447854405,1446.522472269559,0.1304072719878742,281.98914896269844,0.1731511883315087,374.41743466593005,0.04138211729523929,89.4835683660659,0.011474480496853673,24.812105496675947,0.05691826328738888,123.07850919799947,0.07608484977068608,164.52381610885558,0.4545376462972767,0.4545376462972767,0.8071329984436749,0.8071329984436749
1628369,BOS,F,lottery,20184.71,0,34.0675505779158,64.84949999245276,2209.263620945435,0.7519408598218116,1661.2355867067592,0.23657474108155896,522.6559691060737,0.15875939141379988,350.7413479339451,0.02974754826907623,65.72017620318846,0.015494837940930204,34.23218177534217,0.09032257718081013,199.5463839156001,0.07618896606353269,168.32151104160909,0.4535213022100544,0.4535213022100544,0.8220661853510661,0.8220661853510661
1628404,NYK,G,late_first,16128.22,0,34.030078057736795,67.29203054877928,2289.953052238568,0.3449221345049295,789.8554946942052,0.2400987147999308,549.814784794659,0.15135042722509226,346.58537278171127,0.035847621891931816,82.08937116692337,0.010588231209514335,24.246552376035016,0.0315390674526,72.22298377783946,0.054221984406375504,124.16579868981162,0.48555905567604685,0.48555905567604685,0.7705739823286986,0.7705739823286986
1629027,WAS,G,lottery,16620.58,0,34.011383177443236,62.675517364312014,2131.681036922113,0.6902364963400269,1471.364050239595,0.0920125159710876,196.1413354550605,0.26620762794117947,567.4697523662295,0.03335429800551081,71.10072455819645,0.005614589088957257,11.968513091039988,0.08146075393753935,173.648344422031,0.10802481453543974,230.27444866222513,0.4209092000770932,0.4209092000770932,0.8650609060036071,0.8650609060036071
201142,HOU,F,undrafted,32342.86,0,33.98789287148515,62.5134630616275,2124.7008855641398,0.7020292686333317,1491.6022087571853,0.17081494497322208,362.93066485219475,0.13014434914166043,276.5178138724545,0.02426993374262024,51.56634971552822,0.028670242476599887,60.915689579370394,0.06705289335896306,142.46734189942663,0.08570963396782703,182.1073351928204,0.4954298377011289,0.4954298377011289,0.8485986318349724,0.8485986318349724
1630162,MIN,G,lottery,13263.1,0,33.98409064860294,70.28293770995641,2388.5017261852727,0.7514313638021787,1794.7951095512574,0.15691496549487988,374.7916659488231,0.14310674918185495,341.81071744962344,0.03384584275036642,80.8408538334455,0.016676711046237993,39.83235312103245,0.09738348578885869,232.60062390862797,0.08628655569469447,206.09558722335942,0.4431614645686518,0.4431614645686518,0.8366547008629448,0.8366547008629448
1627750,DEN,G,lottery,16795.99,0,33.87292711137404,62.57848643039642,2119.716509596927,0.6107996128176174,1294.7220233449145,0.11496321073268656,243.68941578634636,0.16877916797625675,357.7639888353044,0.03425876235852247,72.61886416971784,0.01363140036426692,28.894704401062157,0.06907643871027341,146.42246755832682,0.06116672122666886,129.65610882208279,0.45715162822342476,0.45715162822342476,0.8605494030089259,0.8605494030089259
203081,POR,G,lottery,30517.37,0,33.84828754704322,64.30156145612935,2176.4977418909375,0.6666251303276461,1450.9080908458739,0.12310324504403096,267.9339348577801,0.19105206578165612,415.8243897573734,0.028514562626065828,62.06188116663999,0.009176863144852254,19.973421912413098,0.09488993385090083,206.5277267546661,0.07611376496663663,165.66143757670218,0.4297968455679238,0.4297968455679238,0.880580084768722,0.880580084768722
202681,DAL,G,lottery,25073.97,0,33.70849613996362,61.73260038240553,2080.9131217002337,0.6973128729518836,1451.0475072560625,0.13806934115816769,287.31030372053726,0.15170143747591586,315.6775118244209,0.03403351732157908,70.82079277208611,0.015244169482735688,31.721792306046957,0.08451693743442645,175.87240411321568,0.055425177013865276,115.33497812071043,0.47298557967196386,0.47298557967196386,0.8778425423018255,0.8778425423018255
1630178,PHI,G,late_first,10188.34,0,33.62860660416767,63.95247572996972,2150.6326476857325,0.6965079671936822,1497.9327736199562,0.10162200094105255,218.55159294697785,0.15889264710930204,341.719714350473,0.037315562116659755,80.25206615483339,0.010703857651343502,23.020065721160062,0.08205943441333097,176.47969869993568,0.06388912290805758,137.40203355807506,0.4377795432098862,0.4377795432098862,0.8672226618037584,0.8672226618037584
203999,DEN,C,second_round,23645.239999999998,0,33.61330905688314,62.4981538009617,2100.7697591963415,0.7513909423287523,1578.499368978285,0.3389664858006835,712.090542751132,0.25549238591169454,536.7306780282094,0.043650886090749394,91.70046146157054,0.019767340329701243,41.52663078437861,0.0536218313444639,112.64712172117626,0.09030486608643919,189.70973178266672,0.5631719826097716,0.5631719826097716,0.8085540344503752,0.8085540344503752
1627832,HOU,G,undrafted,15082.11,0,33.610489015723815,66.66401766652434,2240.6102335247347,0.4631773462267716,1037.7999018925336,0.10871126505102699,243.5795729727509,0.19612062982087347,439.42989018196533,0.037206358814075746,83.36494831101133,0.01688085723192676,37.823421464525126,0.08199655398386856,183.72231797001925,0.05097566697663334,114.21660108859353,0.414347934928937,0.414347934928937,0.8609163352353878,0.8609163352353878
